TIMESLICE,YEAR,TECHNOLOGY,MODE_OF_OPERATION,REGION,VALUE
WN,2027,NGCC,1,SIMPLICITY,0.90968421713
WN,2027,TD,1,SIMPLICITY,0.90968421713
WN,2028,GasExtraction,1,SIMPLICITY,1.0002
WN,2028,GasImport,1,SIMPLICITY,0.8601183225999999
WN,2028,NGCC,1,SIMPLICITY,0.9338947416
WN,2028,TD,1,SIMPLICITY,0.9338947416
WN,2029,GasExtraction,1,SIMPLICITY,1.0002
WN,2029,GasImport,1,SIMPLICITY,0.9028938926699999
WN,2029,NGCC,1,SIMPLICITY,0.9553684188099999
WN,2029,TD,1,SIMPLICITY,0.9553684188099999
WN,2030,Backstop,1,SIMPLICITY,0.45481919564999995
WN,2030,GasExtraction,1,SIMPLICITY,0.99050796198
WN,2030,NGCC,1,SIMPLICITY,0.49724296203999996
WN,2030,TD,1,SIMPLICITY,0.49724296203999996
WN,2031,Backstop,1,SIMPLICITY,0.51166234534
WN,2031,GasExtraction,1,SIMPLICITY,0.9270928314899999
WN,2031,NGCC,1,SIMPLICITY,0.46540804632999994
WN,2031,TD,1,SIMPLICITY,0.46540804632999994
WN,2032,Backstop,1,SIMPLICITY,0.5867770152699999
WN,2032,GasExtraction,1,SIMPLICITY,0.86772145959
WN,2032,NGCC,1,SIMPLICITY,0.43560313654
WN,2032,TD,1,SIMPLICITY,0.43560313654
WN,2033,Backstop,1,SIMPLICITY,0.6512476901599998
WN,2033,GasExtraction,1,SIMPLICITY,0.7895707158999999
WN,2033,NGCC,1,SIMPLICITY,0.3963708416499999
WN,2033,TD,1,SIMPLICITY,0.3963708416499999
WN,2034,Backstop,1,SIMPLICITY,0.71892190563
WN,2034,GasExtraction,1,SIMPLICITY,0.7051220628799999
WN,2034,NGCC,1,SIMPLICITY,0.3539769312299999
WN,2034,TD,1,SIMPLICITY,0.3539769312299999
WN,2035,Backstop,1,SIMPLICITY,0.7847513022099999
WN,2035,GasExtraction,1,SIMPLICITY,0.62034799479
WN,2035,NGCC,1,SIMPLICITY,0.31141967148
WN,2035,TD,1,SIMPLICITY,0.31141967148
WN,2036,Backstop,1,SIMPLICITY,0.8342048242699999
WN,2036,GasExtraction,1,SIMPLICITY,0.5803957726099999
WN,2036,NGCC,1,SIMPLICITY,0.29136334435
WN,2036,TD,1,SIMPLICITY,0.29136334435
WN,2037,Backstop,1,SIMPLICITY,0.8958611197299999
WN,2037,GasExtraction,1,SIMPLICITY,0.5253404804199999
WN,2037,NGCC,1,SIMPLICITY,0.26372513447999996
WN,2037,TD,1,SIMPLICITY,0.26372513447999996
WN,2038,Backstop,1,SIMPLICITY,0.9584347486199999
WN,2038,GasExtraction,1,SIMPLICITY,0.46626481764999994
WN,2038,NGCC,1,SIMPLICITY,0.23406868770999997
WN,2038,TD,1,SIMPLICITY,0.23406868770999997
WN,2039,Backstop,1,SIMPLICITY,1.02564203739
WN,2039,GasExtraction,1,SIMPLICITY,0.39956996468
WN,2039,NGCC,1,SIMPLICITY,0.20058732611
WN,2039,TD,1,SIMPLICITY,0.20058732611
WN,2040,Backstop,1,SIMPLICITY,1.10585190949
WN,2040,GasExtraction,1,SIMPLICITY,0.33286966062
WN,2040,NGCC,1,SIMPLICITY,0.16710324729999998
WN,2040,TD,1,SIMPLICITY,0.16710324729999998
